3893,"Talk Number"
1877,"755","好的。"
1878,"756","前阵子我弄丢一本经书，年*纪大了记性就不好，看完後*就忘记摆哪去了。*你可千万不能跟别人说哦！"
1879,"757","我知道。"
1880,"758","晚辈参见方丈。"
1881,"759","阿弥陀佛。*近来江湖上已甚少听到明教*为非作歹之事，这真多亏了*少侠。***光明顶之役，少侠能在不杀*一人下化解了武林的这场大*浩劫，减少了生灵的涂炭，*功劳不小，真可谓是英雄出*少年。"
1882,"75A","大师过奖了。"
1883,"75B","不知此次少侠上我少林有何*贵干？"
1884,"75C","大师应该有听说吧。*我正在找一些书籍，线索并　*不是很多，心想少林寺乃武　*林重地，就到这儿来找　*找看，就算找不到书，如能　*学到一点功夫保身也不错，　*因为少林寺乃正派武学的最　*高殿堂，七十二项绝技随便　*精通一样就不得了。"
1885,"75D","关于少侠要找书的事，老衲*是略有所闻。不过这十四本*书少林寺中并没有，且少林*寺也不会要这些书。*因为我少林一派自达摩祖师*爷创立以来，对于武学的研*究一直不余遗力，到今日也*小有成就。*少林寺的七十二项绝技，本*寺中人一生能通晓十项以上*的已是寥寥无几，所以更不*用说会对本派以外的武功存*有什麽兴趣。"
1886,"75E","对于少林寺七十二项绝技，*晚辈心仪已久，不知方丈愿*不愿意传授一些。"
1887,"75F","我看你行事正直，老衲颇为*欣赏。"
1888,"760","谢谢大师抬爱。"
1889,"761","但这七十二项绝技是少林寺*镇寺之宝，不能传给外人。*除非少侠愿入佛门……"
1890,"762","是这样子的啊……*＜要我剃个大光头当和尚*不知有多少少女会心碎＞"
1891,"763","不过除了七十二项绝技外，*本寺还有许多功夫是给俗家*子弟练的功夫，譬如说……*“达摩剑法”就是其中一项* ……"
1892,"764","方丈是说，不用剃光头也可*以学的武功，那我要。"
1893,"765","好，我就送你一本达摩剑谱*让你参详，望你学会这剑法*後能多做善事，济弱扶贫。*另外，在本寺中，如果有你*需要的东西，尽管拿，别客*气。"
1894,"766","少侠眼中泛有戾气，似乎已*将武学用于邪道。老衲说什*麽也不能让少林武学用于邪*道之上，望少侠早日回头。"
1895,"767","希望少侠多做善事才是。"
1896,"768","哇！这儿有那麽多乞丐，*我身上的零钱可能不太够。"
1897,"769","阁下别惊慌，我们群丐在这*里聚聚，不会向你乞讨的。"
1898,"76A","一大群乞丐聚在这里，你们*该不会是丐帮吧？　"
1899,"76B","正是。"
1900,"76C","久闻丐帮乃天下第一大帮，*人数之众，为武林之最。*小弟行走江湖，说什麽也得*认识一下丐帮的英雄好汉。"
1901,"76D","阁下好说。"
1902,"76E","不知这位大哥是否可替我引*见一下贵帮帮主。"
1903,"76F","想见我们帮主，那也得是个*英雄好汉才行。"
1904,"770","怎样才算是个英雄好汉？　"
1905,"771","你说呢。"
1906,"772","嗯……*……*……*久闻丐帮打狗阵威力无比，*在下不才，想与各位切磋切*磋。"
1907,"773","阁下功夫不错，竟破了我丐*帮之打狗阵法。*乔帮主就在里面，请进，我*家帮主一定很高兴认识你。"
1908,"774","阁下这样的功夫，似乎不配*见我家帮主。"
1909,"775","怎麽，还想闯打狗阵吗？　"
1910,"776","小弟再试试。"
1911,"777","请问是乔帮主吗？　"
1912,"778","很好，年纪轻轻，就破了我*丐帮的打狗阵，现在的年轻*人是越来越厉害了。"
1913,"779","哪里，比起乔帮主，统领这*麽多英雄好汉，在下还差得*远了。"
1914,"77A","一群叫化子，没什麽。*不知少侠来我丐帮有什麽要*事吗？　"
1915,"77B","没什麽特别的。*小弟初涉江湖，当然要来丐*帮拜访一下，否则怎麽称得*上是江湖中人。"
1916,"77C","不知江湖行的感觉如何？　"
1917,"77D","辛酸，甘甜皆有。*有许多事情要去解决，但也*学会了许多武功，随着日子*一天天过去，觉得自己越发*充实。*不过江湖上，人心险恶，但*我等又脱离不了这江湖，真*是所谓“人在江湖，身不由*己”。"
1918,"77E","哈！哈！说得好，说得好，*别提这些恼人的事了，咱们*喝酒。"
1919,"77F","是啊，兄弟，我们一起跟乔*帮主喝一杯。"
1920,"780","好。"
1921,"781","少侠刚才似乎提到有许多事*还没解决，为此烦恼不已　*不知是什麽事。"
1922,"782","说来话长，总之，我现正在*找江湖中人传说的“十四天*书”。"
1923,"783","原来是这档事，看来应该很*棘手吧？"
1924,"784","是啊。"
1925,"785","这事别担心，书总会找齐的*嘛，或许将来我乔峰也能出*点力也说不定。"
1926,"786","有乔帮主帮忙，我就放心多*了。*那麽，在下就先行告退了。"
1927,"787","慢走。"
1928,"788","少侠有空来我丐帮，我们再*一起喝酒。"
1929,"789","乔帮主，我听别人说，*《天龙八部》一书是在丐帮*手中，此事当真？　"
1930,"78A","没错。"
1931,"78B","还请乔帮主能借我此书，因*为此书关系到我的未来。"
1932,"78C","少侠可知我丐帮的绝技？　"
1933,"78D","素闻丐帮“降龙十八掌”威*猛凌厉，是天下掌法第一。"
1934,"78E","是的。*因为我丐帮与这“龙”字有*点缘份，所以本帮的前辈在*当时就取得了十四天书中的*《天龙八部》当做镇帮之*宝留传至今，并引以为傲。*我乔峰身为丐帮帮主，*你说，我怎麽能将它给你呢？"
1935,"78F","这……"
1936,"790","不过，这事也并不是无解。*因为此书原来的主人并不是*丐帮，所以我也不会强占。*当初本帮曾定下规矩，若有*人能打嬴丐帮的“降龙十八*掌”，他就比丐帮更有资格*拥有此书。"
1937,"791","你是说……"
1938,"792","只要你凭一己之力，能打败*我乔峰，丐帮必当无条件奉*上《天龙八部》一书。*你准备好时就跟我说一声。"
1939,"793","怎麽，你准备好了吗？"
1940,"794","在下特来领教乔大侠的*“降龙十八掌”。"
1941,"795","少侠经这多日来的修练，武*功果然不凡，乔某拜服。*《天龙八部》你就拿去吧。"
1942,"796","你还不行，再回去苦练吧。"
1943,"797","嗯，还没。"
1944,"798","乔某随时在此等候少侠。"
1945,"799","兄弟，没事记得来丐帮找我*喝几杯。"
1946,"79A","慕容公子，你要做什麽？　"
1947,"79B","我决定今天要在武林同道面*前揭发乔峰真实的身份……"
1948,"79C","慕容公子，*得饶人处且饶人。"
1949,"79D","哼！你得到书了，而我呢？　*大燕复国的希望都在我身上*……"
1950,"79E","那，恕在下得罪了。"
1951,"79F","慕容公子，我不杀你，这件*事还请你忘记，否则……"
1952,"7A0","哼！　"
1953,"7A1","王姑娘，你怎麽还在这，你*表哥已经走了。"
1954,"7A2","唉！我表哥为了大燕复国之*事，已经发疯了。*在他一生之中，便是梦想要*做大燕皇帝。这也难怪，因*为他慕容氏世世代代，做的*便是这个梦。*他祖宗几十代做下来的梦，*传到他身上，怎又能盼他觉*醒呢？　*我表哥他本性并不坏，只不　*过为了想做大燕皇帝，行事　*才会变得如此不择手段……"
1955,"7A3","可是你不是一直都喜欢着他*吗……"
1956,"7A4","在我表哥心中，复兴大业一*直都是他心中最重要的事，*儿女私情只不过……"
1957,"7A5","王姑娘，你别烦恼，我去劝*劝你表哥，让他对你好一点*……"
1958,"7A6","段公子，我真是糊涂透顶，*你一直待我这麽好，我……*我却……*直到此刻我方才明白，这世　*上谁才是真的爱我，怜我的*人……"
1959,"7A7","恭喜段兄，真心终于打动了*美人芳心。**不知二位今後有何打算？　"
1960,"7A8","我曾听段郎说，无量山洞中*有一玉像，像极了我。*我想先和段郎去那一游。"
1961,"7A9","那，祝你们一路顺风了。"
1962,"7AA","兄弟，你也保重。"
1963,"7AB","别人都已有情人终成眷属，*而我呢？唉！　*别想这麽多了，走吧！　"
1964,"7AC","乔峰，你看这是什麽？　"
1965,"7AD","是什麽？　"
1966,"7AE","你看了便知道。"
1967,"7AF","这……这是真的吗？　"
1968,"7B0","少林方丈亲笔写的，会是假*的吗？　"
1969,"7B1","我……我……*我不是汉人……*我是契丹人……"
1970,"7B2","乔峰，你是契丹人，非我汉*族人士，怎可担任这丐帮帮*主一职，保管《天龙八部》*一书呢？　"
1971,"7B3","你要我怎麽做！　"
1972,"7B4","辞去丐帮帮主之位，*交出《天龙八部》一书。"
1973,"7B5","好！我今天就辞去这丐帮帮*主之位，《天龙八部》一书*你拿去吧。"
1974,"7B6","得来真是全不费功夫。"
1975,"7B7","阁下来此，揭发乔峰的真实*身份，让我丐帮不致误奉一*契丹人为帮主，很是感激。"
1976,"7B8","没什麽，这是中原武林的大*事，小弟应该做的。"
1977,"7B9","但是，拜你所赐，我丐帮也*将因此事贻笑武林。*你拿的《天龙八部》是丐帮*镇帮之宝，还请阁下留下。"
1978,"7BA","怎麽可以，我好不容易才拿*到手的。"
1979,"7BB","那只好得罪了。"
1980,"7BC","阁下对丐帮的“大恩大德”*全武林的叫化子都会记得的。"
1981,"7BD","老先生，怎麽一个人坐在这*下棋，这棋一个人下得起来*吗？　"
1982,"7BE","小兄弟，难道你对我这*“珍珑”也有兴趣？　"
1983,"7BF","“珍珑”？　*哦，是不是类似那种摆在公*园，要人来破解这盘棋的生*意。若能解开的话，就有一*些奖品。"
1984,"7C0","小兄弟说些什麽，老朽不太*清楚，不过这“珍珑”是有*点像你所说的意味。"
1985,"7C1","这盘局很难解吗？　"
1986,"7C2","这个珍珑棋局乃先师所设。*先师当年穷三年之心血，这*才布成，深盼当世棋道中的*知心之士，予以破解。*老朽三十年来苦加钻研，皆*未能参解得透。*精通禅理之人，自知禅宗要*旨，在于“顿悟”。穷年累*月的苦功，未必能及具有宿*根慧心之人的一见即悟。*棋道也是一般，才气横溢的*八九岁小儿，棋枰上往往能*胜一流高手。虽然老朽参研*不透，但天下才士甚众，未*必都破解不得。*先师当年留下了这个心愿，*倘若有人破解开了，完了先*师这个心愿，先师虽已不在*人世，泉下有知，也必大感*欣慰。"
1987,"7C3","可惜晚辈棋力不佳，否则我*倒也想试一试。"
1988,"7C4","这棋原是极难，棋力不弱之*人，若解不开甚至有可能走*火入魔。*公子就别勉强自己了。"
1989,"7C5","公子是否有破解这”珍珑”*的方法了？　"
1990,"7C6","晚辈棋力不佳，否则我倒也*想试一试。"
1991,"7C7","可惜，可惜，难道世上无人*能解开此”珍珑”吗？　"
1992,"7C8","晚辈棋力不佳，不过我试试*看好了。"
1993,"7C9","公子请。"
1994,"7CA","嗯……前去无路，後有追*兵，正也不是，邪也不是，*那可难也！……*＜咦，棋局上的白子黑子似*乎都化做了各派高手，东一*堆使剑，西一堆使拳，你围*住我，我围住你，互相纠缠*不清的厮杀……*我方白色的人马被黑色各派*高手给围住了，左冲右突，*始终杀不出重围……＞**难道我天命已尽，一切枉费*心机了。我这样努力的找寻*“十四天书”，终究要化作*一场梦！　*时也命也，夫复何言？　*我不如死了算了。"
1995,"7CB","不可如此！　*＜大哥似乎入魔障了，怎麽*办？　*有了，我解不开这棋局，但是*捣乱一番，让他心神一分　*便有救了……＞*我来解这棋局。*嗯！就下在这里好了。"
1996,"7CC","胡闹，胡闹，你自填一气，*自己杀死一块白棋，哪有这*等的下法。"
1997,"7CD","咦！难道竟是这样？　*前辈你看，白棋故意挤死了*一大块後，接下来就好下多*了。"
1998,"7CE","这……这……*这“珍珑”竟然解了，原来*关键在于第一着的怪棋。*这局棋原本纠缠于得失胜败*之中，以至无可破解，小和*尚这一着不着意于生死，更*不着意于胜败，反而勘破了*生死，得到解脱……"
1999,"7CF","小僧棋艺低劣，胡乱下子，*志在救人……"
2000,"7D0","贤弟误打误撞，反而收其效*果。"
2001,"7D1","神僧天赋英才，可喜可贺。*请入屋内。"
2002,"7D2","这……"
2003,"7D3","贤弟就进去吧。*搞不好老前辈要发奖品给你*呢。"
2004,"7D4","奇怪，怎麽进去这麽久……*我也进去看看好了。"
2005,"7D5","逍遥派不肖弟子苏星河，*拜见本派新任掌门。"
2006,"7D6","老前辈行此大礼，*可折杀小僧了。"
2007,"7D7","师弟，你是我师父的关门弟*子，又是本派掌门。我虽是*师兄，却也要向你磕头。　"
