15713,"Talk Number"
7853,"1EAD","＜低声＞看他现在这样子，十有八九是被骗进去的，否则以老毒物昔日的脾气，决不甘心屈居他人之下的。"
7854,"1EAE","你们两个，又在嘀嘀咕咕什么呢！"
7855,"1EAF","我们有正事要做，今天先不跟你玩了。"
7856,"1EB0","今天不分出胜负别想走！"
7857,"1EB1","臭蛤蟆还是那副臭脾气。"
7858,"1EB2","你居然要和我比内力！"
7859,"1EB3","咕咕咕呱！"
7860,"1EB4","吼！"
7861,"1EB5","怎么比起内力来了，这可如何是好，我插不进手啊！"
7862,"1EB6","三个时辰后"
7863,"1EB7","＜老毒物原来越疯越厉害，老叫化今日性命休矣。＞"
7864,"1EB8","＜呼呼，坚持到底，就是胜利……＞"
7865,"1EB9","这两人连脸色都变了，再拚得一时三刻，非同归于尽不可，不行，不能再拖了，拼了！"
7866,"1EBA","师公，你没事吧？"
7867,"1EBB","………………"
7868,"1EBC","我扶你坐下"
7869,"1EBD","………………"
7870,"1EBE","你别看着我啊，看着我也没用。"
7871,"1EBF","………………"
7872,"1EC0","好了好了，别看了，我也扶你坐下。"
7873,"1EC1","呼，臭蛤蟆，你服了我么？"
7874,"1EC2","服什么？我还有许多武功尚未使出，若是尽数施展，定要打得你一败涂地。"
7875,"1EC3","正巧我也有好多武功未用。你听见过丐帮的打狗棒法没有？"
7876,"1EC4","＜打狗棒法的名字倒好像听见过的，似乎厉害得紧，难道这老家伙居然会使？但他和我这般拚命恶斗，怎么又不用？或许早已使过了。要不，他就压根儿不会。＞打狗棒法有什么了不起？"
7877,"1EC5","呸，要不是念你神智不清，我本已占了不少便宜，再以丐帮至宝打狗棒法对付你，未免胜之不武，否则我只消使出打狗棒法，早把你这臭蛤蟆给打趴下了。"
7878,"1EC6","他人虽疯癫，但到底还是昔日五绝之一啊，师公你这次真是托大了，到头来竟闹了个两败俱伤。"
7879,"1EC7","&&，你过来。"
7880,"1EC8","是。"
7881,"1EC9","你虽然叫我一声师公，但我是乞丐帮前任帮主，你却是桃花岛一脉，没从老乞丐这里得过什么好处。"
7882,"1ECA","师公说的是什么话，难道我叫你一声师公就是图你什么好处吗，那你未免太看不起人了。"
7883,"1ECB","咳咳，小子年纪不怎么大，火气倒不小啊，就算是我老叫花子说错了吧，现下我有一套武功传给你。这武功向来只传本帮帮主，不传旁人……"
7884,"1ECC","既然是不传旁人，那我自然也不能例外。何况这欧阳锋虽然作恶多端，但也已经身受重伤……"
7885,"1ECD","呔，你以为我要你用打狗棒法去对付他吗，老叫花子没这么孬种。我只是让你几个架式摆出来给他看而已，你不知运劲诀窍，临敌之际全然无用，也不算是破了规矩。"
7886,"1ECE","这样啊，这倒是无妨。"
7887,"1ECF","就这么说定了，臭蛤蟆，你死了没？"
7888,"1ED0","你死了我都不会死，我都听见了，小子，你尽管摆，摆完了我也教你一套武功，而且不像这老家伙一样小气，我是连诀窍一起交给你的，今后对上别人也能用。"
7889,"1ED1","这个……"
7890,"1ED2","你还叫我师公，师公吩咐你的话都不做，信不信我打你老大耳廓子，咳咳咳咳……"
7891,"1ED3","＜师公年纪一大把了，还跟个小孩子一样斗气，真是……＞师公您别动气，我答应就是了。"
7892,"1ED4","这就对了，你过来，这打狗棒法公分三十六路……"
7893,"1ED5","呼！"
7894,"1ED6","唔，你这般这般，然后这般……"
7895,"1ED7","哈！"
7896,"1ED8","过了一个时辰后"
7897,"1ED9","臭蛤蟆，都这么久了，你想出破解这最后一式天下无狗的招数了没有啊。"
7898,"1EDA","…………………………"
7899,"1EDB","有了，有了。小子，你便以这招破他，你仔细听好了……"
7900,"1EDC","哈！"
7901,"1EDD","…………"
7902,"1EDE","师公，师公你怎么了？"
7903,"1EDF","老毒物，欧阳锋！老叫化今日服了你啦。"
7904,"1EE0","师公，你干什么，你还有伤在身呢。"
7905,"1EE1","老毒物欧阳锋，亏你想得出这一着绝招，当真了得！好欧阳锋，好欧阳锋。"
7906,"1EE2","哈哈，我是欧阳锋！我是欧阳锋！哈哈哈哈，我是欧阳锋！你是老叫化洪七公！"
7907,"1EE3","哈哈哈哈哈哈……"
7908,"1EE4","哈哈哈哈哈哈……"
7909,"1EE5","！！！！"
7910,"1EE6","师公，欧阳前辈！"
7911,"1EE7","………………"
7912,"1EE8","………………"
7913,"1EE9","他们居然，断气了，唉，这两人生前争锋相对，互不相让，临死之时居然一笑泯恩仇，世事变幻之无常，当真是难以捉摸……"
7914,"1EEA","想不到如北丐和西毒两位前辈这般惊世骇俗的武功，到头来却要我这后生小子掩埋，名亦空兮利亦空，转眼荒郊土一封，什么荣名，什么威风，也不过是大梦一场罢了。"
7915,"1EEB","喂……这帮家伙，溜得可真快。我还没来得及问蛇岛的位置呢……算了，再到别地方找找看吧，神龙教的人要来中原活动，总会有线索的。"
7916,"1EEC","北丐洪七公之墓"
7917,"1EED","西毒欧阳锋之墓"
7918,"1EEE","＜五大派主力几乎倾巢而出，看来这次剿灭明教是势在必行了。＞"
7919,"1EEF","魔教群妖已经被我们重重围住，现在就靠守在山路的五行旗支撑，我们一鼓作气，杀伤光明顶，屠尽妖人，熄灭他们所谓的圣火。"
7920,"1EF0","五行旗旗众战力远胜一般明教教众，大家上山之后要小心行事。"
7921,"1EF1","阿弥陀佛，诸位如非必要，切勿多造杀孽，若能制服他们劝其改邪归正方是功德无量。"
7922,"1EF2","大师，你未免想得太多了，对付魔教这些穷凶极恶的魔头，就是佛祖亲临，也只显金刚忿怒身降妖伏魔，想要度化他们，恐怕不切实际，他们也不会给大师你这个机会。"
7923,"1EF3","阿弥陀佛，阿弥陀佛……"
7924,"1EF4","诸位，别磨叽了，我们快些上去吧，别让他们有机会重新布阵。"
7925,"1EF5","不错，百足之虫死而不僵，何况魔教主力尚存，光明左使和青翼蝙王据说还在光明顶，白眉鹰王也正在赶来的途中，现在可不是争论的时候。"
7926,"1EF6","没错，决不能让他们有喘息的机会，走，我们上光明顶。"
7927,"1EF7","＜这灭绝师太真的是正派中人么，一身戾气比我以前见过的魔教僧、毒等人还要重啊……＞"
7928,"1EF8","我一起上去帮忙吧。"
7929,"1EF9","快快投降吧，顽抗到底没有好结果的。"
7930,"1EFA","少废话，不想被撞成肉泥的就快滚！"
7931,"1EFB","无量天尊，今日又要开杀戒了。"
7932,"1EFC","＜佛、道弟子杀人前难道都要装模作样一番？＞"
7933,"1EFD","时不与我，诸旗众速退。"
7934,"1EFE","整天扛着这么重的木头，也不嫌累啊。"
7935,"1EFF","明教教众听着，快快放下兵器投降，尚可保全性命，否则休怪我们开杀戒了！"
7936,"1F00","这帮秃驴着实厉害，大家退后，用毒水对付他们。"
7937,"1F01","大家都是和尚，你们这套哄别人可以，可哄不了我。"
7938,"1F02","＜秃子大战光头？＞"
7939,"1F03","少林势大，我们退回光明顶借天险再和他们一斗。"
7940,"1F04","这毒水太伤阴德了，幸亏不是峨嵋派对上洪水旗，否则那群姑娘尼姑占到个一滴半点给毁容了，那可是后果严重啊。"
7941,"1F05","大家加把劲，明教的妖人已经撑不住了！"
7942,"1F06","五大派的狗贼，你们再敢往前走一步，就让你们受尽烈火焚身之苦！"
7943,"1F07","孩儿们别废话了，烧死他们。"
7944,"1F08","＜乖乖，我可不想被烧熟了。＞"
7945,"1F09","妈的，点子真狠，烈火旗撤退。"
7946,"1F0A","还好，还好，差点变烤乳猪了。"
7947,"1F0B","你们欺压我们昆仑派已久，今天我们就要一雪前耻。"
7948,"1F0C","呸，大伙儿把这群妄自尊大的混蛋给活埋了。"
7949,"1F0D","＜颔首微笑，沉默不语。＞"
7950,"1F0E","……………………"
7951,"1F0F","呦，不得不说了，大伙儿快撤。"
7952,"1F10","明教都是从哪儿运来这么多泥的，差点真的被活埋了。"
7953,"1F11","魔教妖人，纳命来。"
7954,"1F12","打！"
7955,"1F13","兄弟们，让他们见识见识我们锐金旗男儿的厉害。"
7956,"1F14","好厉害的阵势，看来又是一场硬仗。"
7957,"1F15","撤！"
7958,"1F16","明教教众的战力之强，犹在日月神教教众之上啊。"
7959,"1F17","＜是峨嵋派，还有武当派也在。那群是没来得及逃脱明教教徒？＞"
7960,"1F18","前辈，咱们快些处决了锐金旗，免有后顾之忧。"
7961,"1F19","唔，魔教的人听着，哪一个想活命的，只须出声求饶，便放你们走路。"
7962,"1F1A","嘿嘿嘿嘿。"
7963,"1F1B","哈哈哈哈。"
7964,"1F1C","呵呵呵呵。"
7965,"1F1D","有甚么好笑？！"
7966,"1F1E","老贼尼，你仗着倚天剑之利杀了我们庄大哥，不算英雄，我们众兄弟与庄大哥誓共生死，快快将我们杀了吧。"
7967,"1F1F","哼，好啊。这当儿还充英雄好汉！你想死得爽快，没这么容易。"
7968,"1F20","灭绝师太挥动倚天剑，斩断了吴劲草的手臂"
7969,"1F21","明教替天行道，济世救民，生死始终如一。老贼尼想要我们屈膝投降，趁早别妄想了。"
7970,"1F22","我倒要看看魔教的妖人，是不是都和你一样不怕死。"
7971,"1F23","灭绝师太又斩下三名教众的手臂"
7972,"1F24","你求不求饶？"
7973,"1F25","放你老尼姑的狗臭屁！"
7974,"1F26","先把每个人的右臂斩了，若是倔强到底，再斩左臂。"
7975,"1F27","＜这，这老尼姑真的是正派中人？怎么比邪派还毒辣。我该不该阻止她？＞"
7976,"1F28","住手！这般残忍凶狠，你不惭愧么？"
7977,"1F29","邪魔歪道，人人得而诛之，有甚么残忍不残忍的？"
7978,"1F2A","这些人个个轻生重义，慷慨求死，实是铁铮铮的英雄好汉，怎么说是邪魔外道？"
7979,"1F2B","他们魔教徒众难道还不是邪魔外道？中了五行旗毒水巨木烈焰厚土的人，死状之可怖，你难道未曾看见？我们五大派被锐金旗大阵冲击而死的那些弟子你难道视若无睹？"
7980,"1F2C","战场交锋，生死各有天命。五行旗借阵法杀人，师太用倚天剑杀人，一般的杀，有何善恶之分？但眼下他们已是手无寸铁的俘虏，这样师太难道也要痛下杀手，哪还有半点慈悲？"
7981,"1F2D","臭小子，你竟敢顶撞我师父？"
7982,"1F2E","不好，手下留情！"
7983,"1F2F","丁敏君掌击张无忌，却被张无忌的内力震开"
7984,"1F30","真对不住！你没事吧？"
7985,"1F31","滚开，滚开！"
7986,"1F32","是！"
7987,"1F33","＜这少年到底是甚么路道？我擒获他多日，一直没留心于他，原来真人不露相，竟是个了不起的人物。＞"
7988,"1F34","＜这人年纪也就和我差不多，内功居然如此浑厚？＞"
7989,"1F35","这位大哥，我来帮你止血裹伤吧"
7990,"1F36","多谢少侠仗义，请问高姓大名。"
7991,"1F37","在下姓曾，名阿牛。"
7992,"1F38","好小子，过来接我三剑。"
7993,"1F39","灭绝师太，我不是你的对手，更不想和你老人家动手，只盼你们两下罢斗，揭开了过去的怨仇。"
7994,"1F3A","＜傻小子一个，老尼姑要是肯听你的，我名字倒过来念……＞"
7995,"1F3B","哈哈，凭你这臭小子一言，便要我们罢斗？你是武林至尊么？"
7996,"1F3C","＜你看，我说什么来着……＞"
7997,"1F3D","请问是武林至尊便怎样？"
7998,"1F3E","他便有屠龙刀在手，也得先跟我的倚天剑争个高下。当真成了武林至尊，那时候再来发号施令不迟。"
7999,"1F3F","你为甚么要杀死这许多人？每个人都有父母妻儿，你杀死了他们，他们家中孩儿便要伶仃孤苦，受人欺辱。你老人家是出家人，请大发慈悲罢。"
8000,"1F40","＜真是个傻小子，不过他说的话倒也不错＞"
8001,"1F41","好小子，我用得着你来教训么？你自负内力深厚，在这儿胡吹大气。好，你接得住我三掌，我便放了这些人走路。"
8002,"1F42","我连你徒儿的一掌都躲不开，何况是师太？我不敢跟你比武，只求你慈悲为怀，体念上天好生之德。"
8003,"1F43","曾相公，不用跟这老贼尼多说。我们宁可个个死在老贼尼的手下，何必要她假作宽大。"
8004,"1F44","你师父是谁？"
8005,"1F45","我没师父。"
8006,"1F46","＜奇怪，他在一招之间震跌丁敏君，自然是有高人授艺，哪知他竟说没有师父，难道他的内力是天生的？＞"
8007,"1F47","接招罢！"
8008,"1F48","哇——！"
8009,"1F49","张无忌挨了灭绝师太一掌，口吐鲜血。"
8010,"1F4A","喂，曾……兄弟，你怎么样了？"
8011,"1F4B","死不了。"
8012,"1F4C","将一干妖人的右臂全都砍了。"
8013,"1F4D","是！"
8014,"1F4E","你……你说我受得你三掌，就要放他们走路。我……我挨过你一掌，还有……还有两掌。"
8015,"1F4F","少年人别多管闲事，正邪之分，该当清清楚楚。适才这一掌，我只用了三分力道，你知道么？"
8016,"1F50","在下不自量力，再受……再受师太两掌。"
8017,"1F51","曾相公，我们深感你的大德！你英雄仗义，人人感佩。余下两掌千万不可再挨。"
